GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,BCdepo,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,Region,randomNum
3948,7966,77,93,382,10325,4177,29696,2447,15424,49,56727334,57,101.461584479053,5.310661446562,3,0.775334311958986
3988,7943,76,92,246,11121,3951,29459,2693,14954,36,64105444,56,101.461584479053,4.75164445218705,3,0.607726966322105
4132,8023,77,93,32,12484,4604,29626,3370,14848,38,91559922,55,101.461584479053,4.19262745781211,3,0.948002359333351
3857,7598,71,89,8,12954,4604,29942,2424,15771,53,118741899,55,101.461584479053,3.63361046343716,3,0.0596416235853658
3763,7344,68,87,12,13838,4861,29980,2608,15290,57,138818838,54,101.461584479053,3.07459346906221,3,0.268712345242794
3684,6993,65,84,20,17851,3489,29955,2950,14290,44,147683992,55,101.461584479053,1.95655948031232,3,0.986680043980283
3454,6691,63,82,18,18502,3604,29916,2820,14467,39,267783509,53,101.461584479053,1.39754248593737,3,0.772206732094026
3603,6903,65,84,35,18506,3966,29905,2691,14405,39,381639281,54,101.461584479053,0.838525491562421,3,0.475354299957795
3895,7413,73,87,205,17871,4169,29871,2693,14648,41,284996349,56,101.461584479053,-0.279508497187474,3,0.680899555553953
3961,7582,76,91,580,16995,4567,29776,3334,14256,39,223625430,57,101.461584479053,-0.838525491562421,3,0.416934754931422
3714,7404,73,89,1164,16285,6891,29683,3343,13929,42,169380499,55,101.461584479053,-1.39754248593737,3,0.380149202893181
2884,7041,66,84,863,15085,6891,29422,4024,14097,27,142990802,52,101.461584479053,-1.95655948031232,3,0.213270389075209
3237,7449,73,90,19,11171,8590,29713,4158,14332,34,79911252,56,101.461584479053,-2.51557647468726,3,0.382937989134143
3699,7639,77,95,0,10593,5752,29808,3872,12392,39,22739785,59,101.461584479053,-3.07459346906221,3,0.0296677515101038
4398,8276,83,99,463,10857,2644,29888,2737,16192,45,48299366,57,102.020601473428,5.86967844093695,3,0.472321065084073
4131,8035,79,97,555,10579,4120,29824,2624,15515,43,56109430,54,102.020601473428,5.310661446562,3,0.333372686843787
3988,7679,72,87,946,10715,3879,29750,3082,14698,43,63671460,54,102.020601473428,4.75164445218705,3,0.975844804109989
4296,8028,78,91,790,11527,3328,29906,2374,14659,65,91106288,55,102.020601473428,4.19262745781211,3,0.555443538619757
3902,7495,70,86,272,12792,3328,29880,2194,14752,53,119331466,53,102.020601473428,3.63361046343716,3,0.846303637783572
4099,7805,75,91,41,14227,3019,29788,2524,14907,41,138866685,53,102.020601473428,3.07459346906221,3,0.408063494401911
4372,8191,83,99,12,14969,3330,29854,2492,15290,46,172748267,55,102.020601473428,2.51557647468726,3,0.462018163773892
3619,6931,65,84,20,17192,2947,29982,2828,14710,53,171085353,54,102.020601473428,1.39754248593737,3,0.826306720846432
3580,6836,64,81,35,17429,3362,29911,2630,14023,38,392309262,54,102.020601473428,0.838525491562421,3,0.991203199868745
3933,7256,69,84,58,17420,3793,29897,2545,14316,39,324514706,55,102.020601473428,-0.279508497187474,3,0.523947649263609
3803,7246,70,89,222,16950,3725,29856,2786,14418,39,268295738,52,102.020601473428,-0.838525491562421,3,0.925436889631448
4235,7622,84,104,285,16335,3940,29889,2619,14627,45,206817794,58,102.020601473428,-1.39754248593737,3,0.739021861521925
3763,7560,77,94,1046,16189,3940,29792,3016,14824,49,175566150,55,102.020601473428,-1.95655948031232,3,0.567430056171921
3304,7261,72,89,366,14241,6080,29559,3575,14737,36,114086895,54,102.020601473428,-2.51557647468726,3,0.968777662942908
3045,7212,70,86,101,12266,7558,29430,3749,14772,28,82865062,54,102.020601473428,-3.07459346906221,3,0.824499419818922
2439,6717,65,83,34,10885,6536,29854,3182,12978,43,57201399,54,102.020601473428,-3.63361046343716,3,0.959609278997884
4213,7943,76,91,147,10857,2437,29929,2858,14668,48,23583398,57,102.579618467803,5.86967844093695,3,0.646346065444023
3974,7681,72,88,482,10579,3539,29753,3331,15566,36,53430042,56,102.579618467803,5.310661446562,3,0.379573485440289
3946,7703,73,88,325,10715,3782,29764,2359,14461,43,60791231,56,102.579618467803,4.75164445218705,3,0.476574680880329
4192,7987,77,93,228,11527,3583,29803,2060,14630,51,87614301,56,102.579618467803,4.19262745781211,3,0.911889812500719
4359,8115,78,95,433,12792,3583,29924,2177,14980,56,114485348,54,102.579618467803,3.63361046343716,3,0.0148538557678735
4375,8109,79,96,458,14227,3116,29898,2374,14928,48,133148952,55,102.579618467803,3.07459346906221,3,0.156693847233962
3401,6634,62,80,59,14969,2955,29908,2121,14918,51,188336096,46,102.579618467803,2.51557647468726,3,0.471567876529848
4157,7706,76,91,21,17192,2484,29996,2801,12234,56,83269888,54,102.579618467803,1.39754248593737,3,0.542991694845257
3755,7075,69,86,26,17429,2440,29926,2739,14111,38,368278044,54,102.579618467803,0.838525491562421,3,0.0596910323858083
3644,6826,65,82,26,17493,2715,29906,2626,13973,37,342113669,55,102.579618467803,0.279508497187474,3,0.658030305628083
3513,6562,63,80,46,17420,2807,29906,2568,14108,39,321014844,53,102.579618467803,-0.279508497187474,3,0.889635303379043
3648,7154,68,87,111,16950,3000,29825,2967,14193,36,271461822,54,102.579618467803,-0.838525491562421,3,0.109632606115212
3704,7202,69,89,106,16335,3378,29880,2841,14524,40,216037310,54,102.579618467803,-1.39754248593737,3,0.437773114218114
4339,7766,80,100,384,16189,3378,29925,3266,15227,53,187750093,57,102.579618467803,-1.95655948031232,3,0.280230089607324
3927,7505,79,98,1144,14241,3842,29842,3227,15283,51,131903761,56,102.579618467803,-2.51557647468726,3,0.985246312451203
3581,7450,75,90,497,12266,4145,29661,3218,15246,43,97833265,54,102.579618467803,-3.07459346906221,3,0.608758707334404
3119,7101,69,85,68,10885,5326,29643,3089,15484,34,75894003,52,102.579618467803,-3.63361046343716,3,0.253749206918446
3087,7198,71,87,0,10892,6162,29812,3075,13717,41,19445174,54,102.579618467803,-4.19262745781211,3,0.132614726848363
3662,7384,75,91,260,17320,4695,29732,3531,13901,44,50252595,57,103.138635462178,12.0188653790614,3,0.545004891218423
3902,7431,73,89,114,14978,4388,29901,3369,12273,53,41841183,56,103.138635462178,11.4598483846864,3,0.827803931470922
3985,7662,73,88,439,10862,2806,29714,3597,15156,32,47043447,55,103.138635462178,4.75164445218705,3,0.837006271022824
4054,7748,74,92,352,11338,2829,29744,3274,15316,34,67006941,55,103.138635462178,4.19262745781211,3,0.833348647034423
4036,7625,72,90,212,12401,2829,29887,2727,15594,43,83356932,55,103.138635462178,3.63361046343716,3,0.203715434293916
3980,7476,72,89,90,13487,2745,29897,2461,15250,46,101787663,56,103.138635462178,3.07459346906221,3,0.544417699248773
3855,7307,70,89,56,13994,2334,29874,2461,14650,42,171266723,55,103.138635462178,2.51557647468726,3,0.874942721542349
4159,7755,77,95,48,15129,2096,29939,2610,13687,44,198262093,54,103.138635462178,1.95655948031232,3,0.121000086169667
3621,6716,64,82,26,15501,2021,29917,2752,13522,37,267458376,54,103.138635462178,0.279508497187474,3,0.856350768537266
3554,6694,66,85,27,15499,2143,29905,2692,14098,37,269158392,53,103.138635462178,-0.279508497187474,3,0.899776018962328
3733,6766,68,90,74,15788,2446,29888,2462,14213,39,223827607,55,103.138635462178,-0.838525491562421,3,0.21786512393647
3731,6960,68,90,166,16154,3004,29890,2640,14535,43,216156590,54,103.138635462178,-1.39754248593737,3,0.0769790849348919
4234,7713,81,99,66,16415,3004,29932,2959,15313,54,204203642,57,103.138635462178,-1.95655948031232,3,0.474215160481872
4128,7609,79,97,113,15973,3362,29938,3252,15468,54,179764287,58,103.138635462178,-2.51557647468726,3,0.835027465734663
3432,7428,74,92,758,13398,3904,29613,2683,15281,38,119160729,52,103.138635462178,-3.63361046343716,3,0.469393502041835
2426,6707,66,82,165,11124,5352,29568,3696,15478,30,76060526,51,103.138635462178,-4.19262745781211,3,0.413769939249495
3476,7268,73,90,585,18269,4695,29650,2436,15204,49,58805368,56,103.697652456553,12.0188653790614,3,0.502746263849999
3999,7619,77,93,173,15202,4388,29803,2332,14940,54,53181931,57,103.697652456553,11.4598483846864,3,0.125439959999655
3701,7354,72,89,74,14714,3287,29900,2860,14480,53,33828364,54,103.697652456553,10.9008313903115,3,0.132285325427939
4059,7508,74,91,183,12655,2334,29937,2686,12880,47,63021833,56,103.697652456553,2.51557647468726,3,0.870475365141086
3876,7264,71,87,72,13053,2096,29886,3127,14635,37,183225485,54,103.697652456553,1.95655948031232,3,0.602950181301887
4057,7400,79,98,16,13246,2021,29985,2758,12428,53,93084040,52,103.697652456553,0.279508497187474,3,0.265301726053799
3661,6782,65,87,55,14930,3004,29923,2793,14766,43,214240342,55,103.697652456553,-1.39754248593737,3,0.864802580056935
4496,8108,85,103,59,16118,3362,29950,2671,15219,56,228983344,59,103.697652456553,-2.51557647468726,3,0.0581094582239756
2430,6645,64,80,861,13033,5352,29558,3676,15409,38,95974450,48,103.697652456553,-4.19262745781211,3,0.457753885102086
2859,7224,72,89,130,11156,4412,29643,3042,14225,36,56594656,53,103.697652456553,-4.75164445218705,3,0.722209644099518
3948,7585,76,91,720,19059,4695,29885,1724,15911,77,63081754,54,104.256669450928,12.0188653790614,3,0.33899915159608
3584,7278,72,85,318,16673,4388,29897,1625,15526,76,59893848,57,104.256669450928,11.4598483846864,3,0.401219856926313
4088,7758,77,92,50,15913,3287,29856,2146,14848,61,52562786,56,104.256669450928,10.9008313903115,3,0.526979752194827
4165,7844,76,94,40,15089,2819,30000,2577,13450,74,25431724,53,104.256669450928,10.3418143959365,3,0.894235714464514
3642,6888,70,87,24,12843,3004,29942,3030,15254,45,193298519,52,104.256669450928,-1.39754248593737,3,0.778360658313311
3757,7062,71,91,33,13904,3004,29934,2686,14845,49,223749215,54,104.256669450928,-1.95655948031232,3,0.0693676026690024
3061,7357,72,89,668,13433,4412,29510,3293,15207,32,65091006,52,104.256669450928,-4.75164445218705,3,0.278784528621045
3422,7684,79,95,236,11658,2795,29712,3059,13852,37,57210420,57,104.256669450928,-5.310661446562,3,0.379369834686065
3845,7372,73,98,8,15076,2718,29959,2689,15236,49,255691683,56,104.815686445303,-2.51557647468726,3,0.864672546383037
3982,7251,73,84,15,15453,2957,29934,2603,14898,47,232242641,55,104.815686445303,-3.07459346906221,3,0.419960369410699
3605,6514,64,77,27,14701,3132,29935,2448,15197,52,193921220,54,104.815686445303,-3.63361046343716,3,0.239877473491883
3341,7899,86,107,881,14327,4416,29792,2592,15250,39,68085533,49,104.815686445303,-5.310661446562,3,0.597654516413679
4096,8367,84,111,339,13920,3072,29817,2383,12925,44,25948687,56,104.815686445303,-5.86967844093695,3,0.479404403601992
3461,6475,64,79,6,12904,2383,29967,2674,15793,52,159965600,51,105.374703439678,-2.51557647468726,3,0.898547501835201
3593,6706,66,79,9,13252,2855,29916,2776,15093,44,193551317,52,105.374703439678,-3.07459346906221,3,0.93470923791381
3602,6652,66,78,14,12819,2945,29924,2528,14939,47,156579818,52,105.374703439678,-3.63361046343716,3,0.817886833811117
3309,6520,67,82,7,10700,1811,29984,2481,12683,57,129262187,50,105.933720434053,-2.51557647468726,3,0.708908978901821
3484,6715,67,80,10,10898,2228,29953,2586,14612,48,164768003,51,105.933720434053,-3.07459346906221,3,0.743220570404508
3748,7577,77,91,28,12604,3353,29936,2787,14767,50,52978804,54,105.933720434053,-4.75164445218705,3,0.899709782516549
3782,7542,77,90,52,13908,3934,29942,2585,14619,51,49016457,53,105.933720434053,-5.310661446562,3,0.0652398048396921
4867,8631,82,97,63,12599,3171,29960,2406,15577,77,47005936,60,107.051754422802,11.4598483846864,3,0.335911171345859
4841,8535,81,97,25,11612,1858,29984,2192,15559,72,43973624,60,107.051754422802,10.9008313903115,3,0.00433507260879828
3703,7640,67,82,189,12482,4361,29560,2084,15168,52,46574944,54,107.610771417177,12.0188653790614,3,0.828095603149386
4400,8431,77,91,129,12599,4132,29620,2557,15499,47,43900607,58,107.610771417177,11.4598483846864,3,0.507435377303176
4508,8410,77,91,55,11612,1394,29829,2159,16175,57,35344647,57,107.610771417177,10.9008313903115,3,0.366162436149062
3874,8039,75,93,709,10593,3225,29426,1886,15617,46,39886077,56,108.169788411552,12.0188653790614,3,0.22663971764437
3995,8121,75,93,1057,9107,2975,29409,2274,15925,42,33161868,54,108.728805405927,12.0188653790614,3,0.534831709596897
3968,7784,69,85,1149,9243,2975,29948,1596,13267,65,13566531,52,109.287822400302,12.0188653790614,3,0.289484866389565
3617,6571,74,92,0,10555,1851,29932,3437,12519,39,32528038,56,109.287822400302,1.95655948031232,3,0.0683708974452039
3728,6790,80,94,30,11460,2233,29893,3406,14652,33,56954288,57,109.287822400302,1.39754248593737,3,0.0849707455669264
4297,7489,88,102,75,11815,2172,29836,3356,15051,32,97055660,55,109.287822400302,0.838525491562421,3,0.068339468134002
3891,6935,78,93,49,12042,2211,29902,3048,15253,38,97152681,56,109.287822400302,0.279508497187474,3,0.409816499150502
3950,7142,83,99,110,12372,2028,29918,3374,15186,38,97349300,56,109.287822400302,-0.279508497187474,3,0.123381382309381
3529,6522,73,91,89,10630,2378,29877,3441,12397,39,54074364,56,109.846839394677,1.95655948031232,3,0.443016592662236
3997,7159,84,98,103,11298,3038,29848,3241,14127,32,73699941,57,109.846839394677,1.39754248593737,3,0.8989397369643
3542,6728,78,92,127,11462,3279,29829,2884,14426,33,107118793,55,109.846839394677,0.838525491562421,3,0.353639001785661
4777,8047,94,104,97,11870,3013,29879,3065,14599,34,130876218,56,109.846839394677,0.279508497187474,3,0.120178119552528
3761,6826,78,91,19,12238,2596,29902,3118,14629,36,142750848,57,109.846839394677,-0.279508497187474,3,0.569111025443708
3737,6842,79,93,15,12302,2214,29947,3085,15112,43,162142263,58,109.846839394677,-0.838525491562421,3,0.875032726365492
3903,6976,81,97,58,11084,3225,29922,3454,14995,40,50170269,55,110.405856389052,1.39754248593737,3,0.348574977103892
3987,7099,82,98,409,11365,3916,29850,2822,14439,34,103454061,55,110.405856389052,0.838525491562421,3,0.0419210049087696
4316,7464,87,97,70,11462,3463,29888,2878,14584,37,132956820,55,110.405856389052,0.279508497187474,3,0.142339719388392
4263,7465,90,103,42,11296,3193,29857,2948,14581,35,147704256,58,110.405856389052,-0.279508497187474,3,0.0765928348764171
4053,7193,85,98,17,11096,2731,29858,2842,14674,38,185821250,59,110.405856389052,-0.838525491562421,3,0.740526589300887
3691,6808,79,94,32,11163,2774,29871,2876,14758,42,236701391,57,110.405856389052,-1.39754248593737,3,0.456525127319
3627,6776,78,91,12,11206,2774,29883,2794,14481,40,266384057,56,110.405856389052,-1.95655948031232,3,0.668249315315529
3946,6948,80,94,49,10902,2888,29920,3572,14436,40,39819096,57,110.964873383427,1.39754248593737,3,0.699246075603127
3824,6775,77,88,169,11151,3323,29880,2911,14351,37,99905712,54,110.964873383427,0.838525491562421,3,0.571357212390758
4081,7096,83,92,81,11127,3419,29906,2882,14501,39,132417792,55,110.964873383427,0.279508497187474,3,0.628693341954442
3532,6763,81,96,50,10920,3494,29858,2906,14389,37,148670026,57,110.964873383427,-0.279508497187474,3,0.877763925090051
3559,6699,79,93,76,10316,3521,29777,3002,14417,35,193496850,57,110.964873383427,-0.838525491562421,3,0.662351739628039
3787,7011,83,96,92,10166,3363,29810,2893,14651,40,266766202,57,110.964873383427,-1.39754248593737,3,0.875413611874801
3943,7179,86,97,43,10594,3363,29879,2637,14633,42,306265927,57,110.964873383427,-1.95655948031232,3,0.467517018838227
4036,7194,84,96,0,9399,1971,29961,3491,13545,41,33235768,59,111.523890377802,2.51557647468726,3,0.141336028336665
4204,7371,88,100,0,9486,2470,29926,3227,15380,43,60592996,59,111.523890377802,1.95655948031232,3,0.0681344572325885
4145,7371,87,99,9,9398,2863,29919,3169,14926,41,67350234,58,111.523890377802,1.39754248593737,3,0.714242406919872
3807,6820,78,93,95,10164,2972,29892,3005,14387,38,92809013,53,111.523890377802,0.838525491562421,3,0.307986028182987
3930,7120,85,99,53,10521,3324,29882,2880,14491,39,150601564,56,111.523890377802,-0.279508497187474,3,0.671163971711563
3810,7030,84,98,138,10129,3510,29753,2719,14481,35,208848044,54,111.523890377802,-0.838525491562421,3,0.652420835422264
3711,6933,81,93,129,10212,3356,29777,2883,14679,35,312625118,55,111.523890377802,-1.39754248593737,3,0.531048838345102
4001,7278,85,97,181,10640,3356,29902,2523,14805,48,369097694,56,111.523890377802,-1.95655948031232,3,0.715107031762305
3603,6661,78,91,28,10963,2792,29905,2886,14956,43,462138507,55,111.523890377802,-2.51557647468726,3,0.504810623023082
3997,7183,85,93,17,9048,2625,29897,3378,14730,36,56258383,58,112.082907372177,2.51557647468726,3,0.487999358505228
3915,7032,83,94,23,8344,2764,29824,3339,14087,33,62090337,58,112.082907372177,1.95655948031232,3,0.497838309030001
3619,6867,78,90,120,8285,3088,29712,3980,14321,29,64184838,56,112.082907372177,1.39754248593737,3,0.935975553324428
3642,6552,75,86,152,9119,2829,29931,3595,14487,42,79630154,53,112.082907372177,0.838525491562421,3,0.389281682796525
3981,7128,85,98,47,9457,2787,29836,3795,14661,34,131079598,56,112.082907372177,0.279508497187474,3,0.117145165727576
3929,7135,84,96,41,9444,3077,29847,3331,14821,37,153238654,56,112.082907372177,-0.279508497187474,3,0.240423553971239
3706,6996,81,92,200,9593,3258,29818,3103,14725,40,224074026,54,112.082907372177,-0.838525491562421,3,0.684908494629146
3824,7052,81,94,238,10409,3336,29829,3219,14872,42,356128566,54,112.082907372177,-1.39754248593737,3,0.839253615059596
4037,7288,86,102,233,11278,3336,29938,2716,15101,55,428318094,56,112.082907372177,-1.95655948031232,3,0.970144632898035
3498,6441,74,88,21,11464,2726,29943,2663,14920,54,560688390,55,112.082907372177,-2.51557647468726,3,0.215169612804033
3435,6431,74,89,15,10387,1785,29946,2712,14782,51,321283162,53,112.082907372177,-3.07459346906221,3,0.760343346418237
3843,7069,81,90,24,8401,2649,29865,3451,14835,34,55947586,57,112.641924366552,2.51557647468726,3,0.584102849858033
3913,7246,84,94,44,7741,2782,29814,3607,14322,33,60014814,57,112.641924366552,1.95655948031232,3,0.402951577571241
3586,6944,77,88,192,7466,3048,29714,4114,14487,31,62591471,55,112.641924366552,1.39754248593737,3,0.510040337757567
3462,6293,71,83,46,7890,2931,29904,3668,14522,39,87651124,53,112.641924366552,0.838525491562421,3,0.495644219085048
3440,6582,74,87,82,8203,2880,29724,4128,14509,31,136272216,54,112.641924366552,0.279508497187474,3,0.651368342531714
3805,7063,83,95,119,8341,2909,29776,3623,14603,35,160579421,55,112.641924366552,-0.279508497187474,3,0.743706144622944
3494,6700,76,88,341,9262,3041,29817,3419,14742,40,238465244,53,112.641924366552,-0.838525491562421,3,0.301953469127232
3889,7048,82,95,190,10700,3137,29889,3265,15017,46,383928858,55,112.641924366552,-1.39754248593737,3,0.0896119352021238
4295,7585,91,105,201,11901,3137,29953,2816,15222,56,463462668,56,112.641924366552,-1.95655948031232,3,0.825965482484244
3642,6682,77,88,0,8158,1680,29882,3364,14564,35,40520192,55,113.200941360927,3.07459346906221,3,0.389587008921693
3847,7100,82,91,74,8401,2589,29844,3649,14604,35,53784556,56,113.200941360927,2.51557647468726,3,0.775304853268839
3890,7215,83,93,190,7741,2641,29804,3998,14877,38,59487212,55,113.200941360927,1.95655948031232,3,0.179369095283976
3442,6856,76,87,240,7466,2939,29676,4783,14672,31,62884337,54,113.200941360927,1.39754248593737,3,0.109361209717788
3564,6784,77,90,58,7890,3265,29669,3693,14188,32,89663087,55,113.200941360927,0.838525491562421,3,0.905158338091637
3263,6547,72,85,135,8203,2959,29582,4105,14042,27,140095394,53,113.200941360927,0.279508497187474,3,0.876351003922501
3429,6681,75,87,385,8341,2893,29646,3346,14071,33,165308130,52,113.200941360927,-0.279508497187474,3,0.999792564444752
3579,6744,77,88,451,9262,2804,29856,3452,14615,41,245473030,54,113.200941360927,-0.838525491562421,3,0.864254686057084
3943,7039,83,97,143,10700,2719,29902,3539,14850,43,394295792,56,113.200941360927,-1.39754248593737,3,0.0368775222838726
3247,6026,65,83,84,11901,2719,29960,2874,14927,56,475617895,54,113.200941360927,-1.95655948031232,3,0.544682442007247
3315,6227,69,87,27,12001,2733,29962,2861,15173,56,628273200,55,113.200941360927,-2.51557647468726,3,0.997616182183573
4383,7907,92,99,15,7984,1906,29854,3239,14856,34,38319060,57,113.759958355302,3.63361046343716,3,0.511008154246046
3825,7194,81,91,53,7773,1883,29799,3400,14443,33,42057503,56,113.759958355302,3.07459346906221,3,0.873512175935722
3738,7234,80,90,138,7295,2861,29750,3855,14527,32,49458496,54,113.759958355302,2.51557647468726,3,0.0702214723365389
3660,7078,79,89,158,6691,3128,29753,4400,14871,36,58432008,55,113.759958355302,1.95655948031232,3,0.987538736827997
3335,6785,74,86,267,6638,2751,29615,4623,14515,31,63470072,53,113.759958355302,1.39754248593737,3,0.922713429546706
3383,6889,77,89,380,6558,3234,29563,3447,14061,30,93687013,53,113.759958355302,0.838525491562421,3,0.564260919599778
3234,6585,72,83,526,7320,2698,29597,3570,14071,31,147741751,52,113.759958355302,0.279508497187474,3,0.431462053674345
3422,6592,74,86,620,8247,2592,29771,3244,13979,37,174765549,51,113.759958355302,-0.279508497187474,3,0.337844565256492
3746,6850,81,92,288,9606,2483,29882,3426,14408,42,259488602,54,113.759958355302,-0.838525491562421,3,0.720723427847251
3373,6118,69,83,96,10925,2543,29902,3424,14586,43,415029662,52,113.759958355302,-1.39754248593737,3,0.0136555666633351
3307,6086,67,83,54,11906,2543,29937,3067,14812,50,499928349,53,113.759958355302,-1.95655948031232,3,0.374060192775824
3376,6276,70,87,25,12372,2633,29939,2851,14921,52,659225923,55,113.759958355302,-2.51557647468726,3,0.922685220392168
3499,6413,73,88,19,11176,2373,29927,3029,15107,46,383923088,55,113.759958355302,-3.07459346906221,3,0.546479648029272
3674,6906,74,87,3,7277,1846,29964,2850,13078,47,14714686,54,114.318975349677,4.75164445218705,3,0.473886869752125
3844,7134,79,89,42,7758,2386,29924,3129,16029,40,37084573,58,114.318975349677,4.19262745781211,3,0.496537318440195
4068,7545,85,94,31,7901,2386,29778,3714,14972,32,35986426,58,114.318975349677,3.63361046343716,3,0.308971081219392
3582,7014,76,86,73,6981,2792,29653,3973,14724,29,36397306,55,114.318975349677,3.07459346906221,3,0.950837558840908
3481,7100,76,85,331,5993,2932,29649,3789,14594,31,45228525,53,114.318975349677,2.51557647468726,3,0.98199328087302
3526,7055,77,88,508,5792,2844,29619,4353,14838,33,57491293,52,114.318975349677,1.95655948031232,3,0.513563103542578
3242,6851,73,85,345,5861,3273,29555,4599,14607,30,64174768,51,114.318975349677,1.39754248593737,3,0.992589818472072
3472,6921,77,89,740,6446,3331,29613,3218,14122,33,97668067,50,114.318975349677,0.838525491562421,3,0.455843702065251
3193,6443,69,80,716,7410,2524,29664,3628,14061,33,154981098,50,114.318975349677,0.279508497187474,3,0.426040880892099
3405,6592,74,85,471,8389,2389,29747,3426,13985,36,183633891,53,114.318975349677,-0.279508497187474,3,0.213214778797911
3686,6801,81,92,129,9719,2384,29892,3506,14315,42,272405166,54,114.318975349677,-0.838525491562421,3,0.193249480429275
3320,6054,66,80,81,10761,2450,29900,3368,14460,44,433818041,52,114.318975349677,-1.39754248593737,3,0.832754245970334
3408,6213,68,82,50,11570,2450,29944,2870,14807,51,521836220,54,114.318975349677,-1.95655948031232,3,0.726637099604961
3350,6081,66,80,27,12380,2469,29942,2857,14879,49,686917509,54,114.318975349677,-2.51557647468726,3,0.529745693905775
4052,7480,83,95,18,7175,1846,29859,2970,15353,40,29685415,58,114.877992344052,4.75164445218705,3,0.82908073749933
3833,7327,79,90,29,6784,2386,29722,3443,14955,31,36625383,58,114.877992344052,4.19262745781211,3,0.511874431338254
3858,7456,81,91,38,6167,2386,29630,3963,15384,30,34350234,57,114.877992344052,3.63361046343716,3,0.551961846254546
3604,7043,76,88,242,5625,2792,29630,3907,15219,33,34393005,55,114.877992344052,3.07459346906221,3,0.213284894015896
3197,6819,71,84,522,5130,2932,29420,4136,14845,28,44314646,51,114.877992344052,2.51557647468726,3,0.58782062632273
3461,7111,77,89,594,5194,2844,29504,3701,14548,30,58452045,53,114.877992344052,1.95655948031232,3,0.142763225348141
3334,6976,74,86,602,5749,3273,29501,3957,14401,29,66014147,50,114.877992344052,1.39754248593737,3,0.0522235278251505
3514,6877,76,87,679,6675,3331,29678,4013,14300,32,99122700,49,114.877992344052,0.838525491562421,3,0.683307915305935
3303,6472,69,80,693,7632,2524,29747,3827,14294,35,153513122,52,114.877992344052,0.279508497187474,3,0.608559478411928
3489,6547,74,87,374,8580,2389,29817,3713,14242,37,180704556,54,114.877992344052,-0.279508497187474,3,0.219655934781161
3785,6934,84,95,106,9443,2384,29905,3320,14459,41,265125806,56,114.877992344052,-0.838525491562421,3,0.406279942301345
3568,6487,75,86,84,9883,2450,29904,3056,14485,41,418893631,55,114.877992344052,-1.39754248593737,3,0.62990794476248
3422,6253,68,81,60,10194,2450,29936,2951,14832,46,502757852,55,114.877992344052,-1.95655948031232,3,0.555307624725453
3507,6225,69,82,14,11187,2469,29951,2795,14973,51,659998866,55,114.877992344052,-2.51557647468726,3,0.127579062038263
3457,6504,75,90,7,8568,1517,29879,2716,15346,45,363389144,47,114.877992344052,-3.63361046343716,3,0.169198331655614
3575,7234,75,88,66,6196,2637,29674,4263,15116,33,35259000,55,115.437009338427,4.75164445218705,3,0.000999418116753414
3416,7201,73,85,326,5087,3255,29470,3700,14633,27,34974596,55,115.437009338427,4.19262745781211,3,0.418162471197123
3172,6910,69,81,577,4591,3255,29368,3693,15104,27,32127681,52,115.437009338427,3.63361046343716,3,0.488485678876445
3386,7081,73,86,627,4485,3087,29406,3613,15084,29,32234188,53,115.437009338427,3.07459346906221,3,0.15986884315247
3399,7089,73,87,1064,4598,2650,29420,3505,14869,30,45177368,50,115.437009338427,2.51557647468726,3,0.666838577223759
3412,7112,75,88,946,5096,2696,29433,3516,14280,29,63579234,51,115.437009338427,1.95655948031232,3,0.0179203690512555
3368,7009,74,86,897,5467,3309,29507,3434,13956,29,73023852,51,115.437009338427,1.39754248593737,3,0.119675356519242
3302,6812,72,83,522,6209,3292,29682,4132,14358,30,100831558,51,115.437009338427,0.838525491562421,3,0.952125308877993
3748,7065,81,90,405,7646,2447,29844,3656,14679,37,139180837,53,115.437009338427,0.279508497187474,3,0.975853970932192
3728,6888,80,88,241,8822,2080,29841,3916,14453,37,158351633,54,115.437009338427,-0.279508497187474,3,0.0309145386684058
3868,7038,84,95,65,9144,2107,29876,2837,14418,41,219794775,56,115.437009338427,-0.838525491562421,3,0.493881843753437
3712,6929,82,95,66,8829,2349,29827,2875,14411,38,334571142,57,115.437009338427,-1.39754248593737,3,0.86272212813883
3807,7044,85,97,50,8508,2349,29903,2463,14755,45,397328762,58,115.437009338427,-1.95655948031232,3,0.24287616629311
3364,6633,81,97,9,8346,2408,29891,2634,14875,44,514849257,54,115.437009338427,-2.51557647468726,3,0.834270163718799
3618,6853,83,99,17,7953,2411,29814,2879,14733,42,403128950,54,115.437009338427,-3.07459346906221,3,0.813591192402868
3668,6774,79,94,73,7905,1856,29920,2553,14278,46,256190305,52,115.437009338427,-3.63361046343716,3,0.628973104075631
3705,7576,76,93,9,5617,1492,29685,3754,15100,35,26804353,55,115.996026332802,5.86967844093695,3,0.00223819856083329
4094,7894,82,98,17,5434,2495,29629,3066,15864,35,34302726,54,115.996026332802,5.310661446562,3,0.379723939726934
4026,7884,83,100,601,5508,2949,29528,2490,15509,32,35854270,55,115.996026332802,4.75164445218705,3,0.904405696492435
3521,7327,75,90,1016,5072,2661,29498,3340,15401,28,33062236,53,115.996026332802,4.19262745781211,3,0.680351665064685
